# t (s), T_Al (K), flux_Al (nm^-2.s^-1), z (nm), x
3.246059321229196257e+02,1.245320055727561339e+03,1.131355654157010504e-01,6.456992673814281147e+01,1.000000000000000000e+00
3.251060953465296279e+02,1.245192322029879733e+03,1.127812976936144185e-01,6.466251533485227299e+01,1.000000000000000000e+00
3.256062585701396870e+02,1.245064953425619706e+03,1.124290745146546422e-01,6.475509592833827810e+01,1.000000000000000000e+00
3.261064217937497460e+02,1.244937953420081612e+03,1.120788938937261614e-01,6.484766856490003306e+01,1.000000000000000000e+00
3.266065850173598051e+02,1.244811335814431914e+03,1.117307820791313133e-01,6.494023329111162468e+01,1.000000000000000000e+00
3.271067482409698073e+02,1.244685104181789029e+03,1.113847369629128586e-01,6.503279015382059924e+01,1.000000000000000000e+00
3.276069114645798663e+02,1.244559252097576064e+03,1.110407291191804341e-01,6.512533919951729899e+01,1.000000000000000000e+00
3.281070746881899254e+02,1.244433783131175232e+03,1.106987566075676721e-01,6.521788047433672375e+01,1.000000000000000000e+00
3.286072379117999844e+02,1.244308719519640135e+03,1.103588681185250081e-01,6.531041402494348347e+01,1.000000000000000000e+00
3.291074011354099866e+02,1.244184048965732700e+03,1.100210182821070443e-01,6.540293989803977581e+01,1.000000000000000000e+00
3.296075643590200457e+02,1.244059772673224870e+03,1.096851986256594108e-01,6.549545813971791119e+01,1.000000000000000000e+00
3.301077275826301047e+02,1.243935899795098521e+03,1.093514221117338897e-01,6.558796879612101804e+01,1.000000000000000000e+00
3.306078908062401638e+02,1.243812444814866922e+03,1.090197158088944684e-01,6.568047191384572159e+01,1.000000000000000000e+00
3.311080540298502228e+02,1.243689395380195037e+03,1.086900346330659795e-01,6.577296753928455075e+01,1.000000000000000000e+00
3.316082172534602250e+02,1.243566755166448047e+03,1.083623767216279066e-01,6.586545571829820744e+01,1.000000000000000000e+00
3.321083804770702841e+02,1.243444541682615863e+03,1.080367769897847968e-01,6.595793649712187801e+01,1.000000000000000000e+00
3.326085437006803431e+02,1.243322753703122316e+03,1.077132202132628502e-01,6.605040992221374552e+01,1.000000000000000000e+00
3.331087069242904022e+02,1.243201386406557049e+03,1.073916817797367917e-01,6.614287603958074158e+01,1.000000000000000000e+00
3.336088701479004044e+02,1.243080443524248722e+03,1.070721598708113675e-01,6.623533489493037507e+01,1.000000000000000000e+00
3.341090333715104634e+02,1.242959951274516243e+03,1.067547118068524203e-01,6.632778653459891416e+01,1.000000000000000000e+00
3.346091965951205225e+02,1.242839892015818805e+03,1.064392791586743076e-01,6.642023100491005039e+01,1.000000000000000000e+00
3.351093598187305815e+02,1.242720268800668237e+03,1.061258582443151410e-01,6.651266835148386747e+01,1.000000000000000000e+00
3.356095230423405837e+02,1.242601092854583612e+03,1.058144667072659917e-01,6.660509862009860171e+01,1.000000000000000000e+00
3.361096862659506428e+02,1.242482377125359790e+03,1.055051264400926614e-01,6.669752185698040137e+01,1.000000000000000000e+00
3.366098494895607018e+02,1.242364109187553140e+03,1.051977932128791010e-01,6.678993810810233356e+01,1.000000000000000000e+00
3.371100127131707609e+02,1.242246292861962274e+03,1.048924652840981381e-01,6.688234741891669444e+01,1.000000000000000000e+00
3.376101759367807631e+02,1.242128947915702838e+03,1.045891820522671239e-01,6.697474983530236159e+01,1.000000000000000000e+00
3.381103391603908221e+02,1.242012071208717089e+03,1.042879234902329422e-01,6.706714540335769925e+01,1.000000000000000000e+00
3.386105023840008812e+02,1.241895658007965039e+03,1.039886656617058647e-01,6.715953416868299541e+01,1.000000000000000000e+00
3.391106656076109402e+02,1.241779712179497210e+03,1.036914068690077823e-01,6.725191617658816767e+01,1.000000000000000000e+00
3.396108288312209993e+02,1.241664262351688876e+03,1.033962086307973760e-01,6.734429147306080665e+01,1.000000000000000000e+00
3.401109920548310015e+02,1.241549288651457118e+03,1.031030082594573821e-01,6.743666010407524425e+01,1.000000000000000000e+00
3.406111552784410605e+02,1.241434794350107040e+03,1.028118024870888769e-01,6.752902211485869088e+01,1.000000000000000000e+00
3.411113185020511196e+02,1.241320790998850498e+03,1.025226090260667050e-01,6.762137755080193813e+01,1.000000000000000000e+00
3.416114817256611786e+02,1.241207293463614178e+03,1.022354537495430982e-01,6.771372645778956212e+01,1.000000000000000000e+00
3.421116449492711808e+02,1.241094287444188922e+03,1.019502887299312682e-01,6.780606888145626954e+01,1.000000000000000000e+00
3.426118081728812399e+02,1.240981776874869183e+03,1.016671123457573850e-01,6.789840486687549514e+01,1.000000000000000000e+00
3.431119713964912989e+02,1.240869781911581413e+03,1.013859636358108579e-01,6.799073445954454087e+01,1.000000000000000000e+00
3.436121346201013580e+02,1.240758301183006324e+03,1.011068273794520633e-01,6.808305770523050171e+01,1.000000000000000000e+00
3.441122978437113602e+02,1.240647328127485480e+03,1.008296755429969743e-01,6.817537464921048240e+01,1.000000000000000000e+00
3.446124610673214193e+02,1.240536866711099492e+03,1.005545065485690392e-01,6.826768533642618308e+01,1.000000000000000000e+00
3.451126242909314783e+02,1.240426945977217883e+03,1.002813810440705000e-01,6.835998981248842199e+01,1.000000000000000000e+00
3.456127875145415373e+02,1.240317547739718975e+03,1.000102421354120835e-01,6.845228812305055044e+01,1.000000000000000000e+00
3.461129507381515396e+02,1.240208673453614210e+03,9.974108197899383965e-02,6.854458031303255439e+01,1.000000000000000000e+00
3.466131139617615986e+02,1.240100332842311218e+03,9.947391315577468196e-02,6.863686642740810839e+01,1.000000000000000000e+00
3.471132771853716577e+02,1.239992546914148306e+03,9.920877582853523946e-02,6.872914651174835399e+01,1.000000000000000000e+00
3.476134404089817167e+02,1.239885297305201902e+03,9.894561325656758832e-02,6.882142061143663625e+01,1.000000000000000000e+00
3.481136036325917757e+02,1.239778588023648808e+03,9.868442393772479393e-02,6.891368877119653291e+01,1.000000000000000000e+00
3.486137668562017780e+02,1.239672437338120972e+03,9.842524114682001113e-02,6.900595103611151160e+01,1.000000000000000000e+00
3.491139300798118370e+02,1.239566850098421583e+03,9.816806517679747823e-02,6.909820745164536504e+01,1.000000000000000000e+00
3.496140933034218961e+02,1.239461815611142811e+03,9.791285858726864189e-02,6.919045806284100308e+01,1.000000000000000000e+00
3.501142565270319551e+02,1.239357337899963795e+03,9.765961991954684451e-02,6.928270291430072803e+01,1.000000000000000000e+00
3.506144197506419573e+02,1.239253444022850090e+03,9.740840334971738457e-02,6.937494205122399649e+01,1.000000000000000000e+00
3.511145829742520164e+02,1.239150122163986907e+03,9.715916886777056782e-02,6.946717551897079090e+01,1.000000000000000000e+00
3.516147461978620754e+02,1.239047369543600098e+03,9.691189855863474589e-02,6.955940336224486487e+01,1.000000000000000000e+00
3.521149094214721345e+02,1.238945191524820302e+03,9.666659419760287308e-02,6.965162562556714931e+01,1.000000000000000000e+00
3.526150726450821367e+02,1.238843620194166988e+03,9.642332146827609085e-02,6.974384235422276390e+01,1.000000000000000000e+00
3.531152358686921957e+02,1.238742630578632770e+03,9.618200925373689147e-02,6.983605359343528107e+01,1.000000000000000000e+00
3.536153990923022548e+02,1.238642226712919410e+03,9.594265617073793884e-02,6.992825938760698534e+01,1.000000000000000000e+00
3.541155623159123138e+02,1.238542422329513101e+03,9.570528388615998083e-02,7.002045978136992233e+01,1.000000000000000000e+00
3.546157255395223160e+02,1.238443233649630656e+03,9.546991976664180590e-02,7.011265481991159731e+01,1.000000000000000000e+00
3.551158887631323751e+02,1.238344643196037623e+03,9.523651124299410686e-02,7.020484454813404795e+01,1.000000000000000000e+00
3.556160519867424341e+02,1.238246654999897601e+03,9.500505697539290972e-02,7.029702901032858620e+01,1.000000000000000000e+00
3.561162152103524932e+02,1.238149291368797321e+03,9.477559866380995401e-02,7.038920825124374403e+01,1.000000000000000000e+00
3.566163784339624954e+02,1.238052552221219457e+03,9.454812505241273757e-02,7.048138231597292247e+01,1.000000000000000000e+00
3.571165416575725544e+02,1.237956427784541347e+03,9.432260228311464823e-02,7.057355124909848598e+01,1.000000000000000000e+00
3.576167048811826135e+02,1.237860922078840076e+03,9.409902905954369012e-02,7.066571509480453983e+01,1.000000000000000000e+00
3.581168681047926725e+02,1.237766066178429810e+03,9.387746722881751271e-02,7.075787389796111881e+01,1.000000000000000000e+00
3.586170313284027316e+02,1.237671843287155525e+03,9.365786666035180730e-02,7.085002770357100133e+01,1.000000000000000000e+00
3.591171945520127338e+02,1.237578251533427192e+03,9.344021234479053806e-02,7.094217655589903870e+01,1.000000000000000000e+00
3.596173577756227928e+02,1.237485297149816915e+03,9.322450820182601183e-02,7.103432049908447254e+01,1.000000000000000000e+00
3.601175209992328519e+02,1.237393013459783333e+03,9.301082079487142662e-02,7.112645957806495289e+01,1.000000000000000000e+00
3.606176842228429109e+02,1.237301373261980871e+03,9.279907643670055883e-02,7.121859383769746898e+01,1.000000000000000000e+00
3.611178474464529131e+02,1.237210380537723267e+03,9.258927390627849641e-02,7.131072332199040886e+01,1.000000000000000000e+00
3.616180106700629722e+02,1.237120049779894998e+03,9.238143617125899043e-02,7.140284807519853416e+01,1.000000000000000000e+00
3.621181738936730312e+02,1.237030398554359635e+03,9.217559307584617667e-02,7.149496814217485507e+01,1.000000000000000000e+00
3.626183371172830903e+02,1.236941407066029569e+03,9.197168872406663587e-02,7.158708356747725077e+01,1.000000000000000000e+00
3.631185003408930925e+02,1.236853079262724805e+03,9.176972193842609926e-02,7.167919439501707757e+01,1.000000000000000000e+00
3.636186635645031515e+02,1.236765438053075286e+03,9.156973479687391393e-02,7.177130066916903672e+01,1.000000000000000000e+00
3.641188267881132106e+02,1.236678484898711758e+03,9.137172027114079387e-02,7.186340243470483813e+01,1.000000000000000000e+00
3.646189900117232696e+02,1.236592207575678003e+03,9.117564034690195385e-02,7.195549973588596515e+01,1.000000000000000000e+00
3.651191532353332718e+02,1.236506609989661001e+03,9.098149389026996547e-02,7.204759261653042302e+01,1.000000000000000000e+00
3.656193164589433309e+02,1.236421723605554234e+03,9.078934212758126010e-02,7.213968112113695952e+01,1.000000000000000000e+00
3.661194796825533899e+02,1.236337533461309476e+03,9.059914105159955211e-02,7.223176529439936644e+01,1.000000000000000000e+00
3.666196429061634490e+02,1.236254035055947725e+03,9.041087059754661370e-02,7.232384518028563036e+01,1.000000000000000000e+00
3.671198061297735080e+02,1.236171232244155817e+03,9.022452967522141820e-02,7.241592082252410023e+01,1.000000000000000000e+00
3.676199693533835102e+02,1.236089165172169487e+03,9.004019867367603347e-02,7.250799226574139311e+01,1.000000000000000000e+00
3.681201325769935693e+02,1.236007802163096585e+03,8.985779654599795885e-02,7.260005955455672222e+01,1.000000000000000000e+00
3.686202958006036283e+02,1.235927146577275607e+03,8.967732122284892415e-02,7.269212273264773216e+01,1.000000000000000000e+00
3.691204590242136874e+02,1.235847209812442998e+03,8.949878862296493931e-02,7.278418184384894118e+01,1.000000000000000000e+00
3.696206222478236896e+02,1.235768017996017988e+03,8.932224739376716516e-02,7.287623693272628600e+01,1.000000000000000000e+00
3.701207854714337486e+02,1.235689545283708867e+03,8.914763032809619459e-02,7.296828804363548215e+01,1.000000000000000000e+00
3.706209486950438077e+02,1.235611795418466727e+03,8.897493641134562870e-02,7.306033522015938786e+01,1.000000000000000000e+00
3.711211119186538667e+02,1.235534787900940273e+03,8.880419958574467532e-02,7.315237850625388205e+01,1.000000000000000000e+00
3.716212751422638689e+02,1.235458533225351630e+03,8.863543368225983154e-02,7.324441794641602144e+01,1.000000000000000000e+00
3.721214383658739280e+02,1.235383012855535753e+03,8.846858840425293746e-02,7.333645358472978160e+01,1.000000000000000000e+00
3.726216015894839870e+02,1.235308230458070284e+03,8.830366278100536259e-02,7.342848546469838311e+01,1.000000000000000000e+00
3.731217648130940461e+02,1.235234213732057469e+03,8.814070876165104595e-02,7.352051363040250465e+01,1.000000000000000000e+00
3.736219280367040483e+02,1.235160957300090104e+03,8.797970535739407794e-02,7.361253812627356297e+01,1.000000000000000000e+00
3.741220912603141073e+02,1.235088450048015829e+03,8.782061920159062174e-02,7.370455899612726114e+01,1.000000000000000000e+00
3.746222544839241664e+02,1.235016695556616241e+03,8.766344936751656325e-02,7.379657628339079167e+01,1.000000000000000000e+00
3.751224177075342254e+02,1.234945729804055873e+03,8.750826577511196247e-02,7.388859003227290145e+01,1.000000000000000000e+00
3.756225809311442845e+02,1.234875531330498916e+03,8.735501264983704106e-02,7.398060028714259317e+01,1.000000000000000000e+00
3.761227441547542867e+02,1.234806096544764841e+03,8.720367355672170584e-02,7.407260709155086431e+01,1.000000000000000000e+00
3.766229073783643457e+02,1.234737429544984934e+03,8.705424894518454249e-02,7.416461048886763763e+01,1.000000000000000000e+00
3.771230706019744048e+02,1.234669572815986839e+03,8.690682265496303682e-02,7.425661052341767743e+01,1.000000000000000000e+00
3.776232338255844638e+02,1.234602490470763087e+03,8.676130819182098497e-02,7.434860723949564942e+01,1.000000000000000000e+00
3.781233970491944660e+02,1.234536185916305840e+03,8.661770470500293473e-02,7.444060068040678857e+01,1.000000000000000000e+00
3.786235602728045251e+02,1.234470670943226878e+03,8.647602952837714352e-02,7.453259088964306045e+01,1.000000000000000000e+00
3.791237234964145841e+02,1.234405973039351238e+03,8.633633382399509559e-02,7.462457791147232911e+01,1.000000000000000000e+00
3.796238867200246432e+02,1.234342063290372380e+03,8.619854700682340332e-02,7.471656178994246034e+01,1.000000000000000000e+00
3.801240499436346454e+02,1.234278944991370281e+03,8.606266827035195799e-02,7.480854256829256599e+01,1.000000000000000000e+00
3.806242131672447044e+02,1.234216637686498643e+03,8.592873178552114244e-02,7.490052029013975243e+01,1.000000000000000000e+00
3.811243763908547635e+02,1.234155153689863027e+03,8.579675608904605011e-02,7.499249499969815247e+01,1.000000000000000000e+00
3.816245396144648225e+02,1.234094471146389878e+03,8.566668649978460837e-02,7.508446674077249838e+01,1.000000000000000000e+00
3.821247028380748247e+02,1.234034593229870325e+03,8.553852225558726541e-02,7.517643555653940268e+01,1.000000000000000000e+00
3.826248660616848838e+02,1.233975547285564517e+03,8.541231430227184951e-02,7.526840149074402575e+01,1.000000000000000000e+00
3.831250292852949428e+02,1.233917330302495202e+03,8.528804863162475769e-02,7.536036458754990974e+01,1.000000000000000000e+00
3.836251925089050019e+02,1.233859927559818516e+03,8.516568644786008668e-02,7.545232489052246194e+01,1.000000000000000000e+00
3.841253557325150041e+02,1.233803342100789678e+03,8.504522703330545663e-02,7.554428244277943350e+01,1.000000000000000000e+00
3.846255189561250631e+02,1.233747609105847914e+03,8.492673803245845421e-02,7.563623728819678149e+01,1.000000000000000000e+00
3.851256821797351222e+02,1.233692710113110024e+03,8.481017299906208617e-02,7.572818947089058383e+01,1.000000000000000000e+00
3.856258454033451812e+02,1.233638637599394997e+03,8.469550899170148750e-02,7.582013903419085921e+01,1.000000000000000000e+00
3.861260086269552403e+02,1.233585394468356071e+03,8.458274533729533140e-02,7.591208602116014958e+01,1.000000000000000000e+00
3.866261718505652425e+02,1.233533023756236162e+03,8.447196628962808096e-02,7.600403047580778093e+01,1.000000000000000000e+00
3.871263350741753015e+02,1.233481491450080284e+03,8.436309309619602348e-02,7.609597244220543644e+01,1.000000000000000000e+00
3.876264982977853606e+02,1.233430797276235808e+03,8.425611862726693768e-02,7.618791196345189576e+01,1.000000000000000000e+00
3.881266615213954196e+02,1.233380948369109319e+03,8.415105147914753170e-02,7.627984908266253683e+01,1.000000000000000000e+00
